name,component,type,init
i_bus_d,infinite_sources_0,"",0.09469869853654478
i_bus_q,infinite_sources_0,"",-0.07528834321245868
i_bus_d,infinite_sources_1,"",0.09473957137585098
i_bus_q,infinite_sources_1,"",-0.07434975690341006
i_bus_d,infinite_sources_2,"",0.09824948570011753
i_bus_q,infinite_sources_2,"",0.001995903129280283
i_bus_d,infinite_sources_3,"",0.09513153493210315
i_bus_q,infinite_sources_3,"",-0.06541048039088578
v_bus_D,pa_rc_0,"",1.0200000101998705
v_bus_Q,pa_rc_0,"",0.0
v_bus_D,pa_rc_1,"",1.0193513894877126
v_bus_Q,pa_rc_1,"",0.03636984406353993
v_bus_D,pa_rc_2,"",1.0183212820355367
v_bus_Q,pa_rc_2,"",-0.05849604567842184
v_bus_D,pa_rc_3,"",0.9798188272310984
v_bus_Q,pa_rc_3,"",0.01884266975612478
v_bus_D,pa_rc_4,"",1.019881554842957
v_bus_Q,pa_rc_4,"",0.015544609962573196
v_bus_D,pa_rc_5,"",1.0190689130444868
v_bus_Q,pa_rc_5,"",-0.026386817224010182
v_bus_D,pa_rc_6,"",1.0044273075861443
v_bus_Q,pa_rc_6,"",-0.02022937536373615
v_bus_D,pa_rc_7,"",0.9799658417456296
v_bus_Q,pa_rc_7,"",-0.008181039778265488
v_bus_D,pa_rc_8,"",2.6091017690207377e-11
v_bus_Q,pa_rc_8,"",-2.3440108093385298e-11
i_br_D,se_rl_0,"",-0.03606366672680795
i_br_Q,se_rl_0,"",-0.08108363927208047
i_br_D,se_rl_1,"",0.004991613837093988
i_br_Q,se_rl_1,"",0.08022528750045904
i_br_D,se_rl_2,"",0.08386181531897798
i_br_Q,se_rl_2,"",0.0000519527094391962
i_br_D,se_rl_3,"",-0.06422267307994936
i_br_Q,se_rl_3,"",0.0002108085563010805
i_br_D,se_rl_4,"",-0.011724529690338228
i_br_Q,se_rl_4,"",-0.02951770151049172
i_br_D,se_rl_5,"",-0.02310896894974084
i_br_Q,se_rl_5,"",-0.04938511106002416
i_br_D,se_rl_6,"",-0.09064093322000615
i_br_Q,se_rl_6,"",0.07695827681976593
i_br_D,se_rl_7,"",0.02282742318985484
i_br_Q,se_rl_7,"",-1.95947513497528
i_br_D,se_rl_8,"",-0.07684735370584773
i_br_Q,se_rl_8,"",1.9581007073358976
