name,from_bus,to_bus,scenario,timepoint,from_bus_angle_deg,to_bus_angle_deg,DCflow_MW,losses_MW
1,1,2,sc1,tp_1,0.0,-0.16261115183607863,9.999999999999982,0.28099999999999903
1,1,2,sc1,tp_2,0.0,-0.16261115183607885,9.999999999999995,0.2809999999999997
1,1,2,sc1,tp_3,0.0,-0.16261115183607783,9.99999999999993,0.28099999999999614
4,2,3,sc1,tp_1,-0.16261115183607863,-0.03761467925033828,-20.0,0.432
4,2,3,sc1,tp_2,-0.16261115183607885,-0.03761467925033853,-19.99999999999999,0.43199999999999955
4,2,3,sc1,tp_3,-0.16261115183607783,-0.037614679250337284,-20.00000000000003,0.4320000000000012
2,1,4,sc1,tp_1,0.0,-4.1503694149353723e-16,2.3592239273284573e-14,1.6920450119408497e-30
5,3,4,sc1,tp_1,-0.03761467925033828,-4.1503694149353723e-16,-2.188552188552149,0.014225589225588713
2,1,4,sc1,tp_2,0.0,-0.3537445621837035,20.108153078202992,1.2291869734579912
5,3,4,sc1,tp_2,-0.03761467925033853,-0.3537445621837035,18.393530423480506,1.0048162254753237
2,1,4,sc1,tp_3,0.0,-0.3537445621837035,20.108153078202992,1.2291869734579912
5,3,4,sc1,tp_3,-0.037614679250337284,-0.3537445621837035,18.393530423480577,1.0048162254753314
3,1,5,sc1,tp_1,0.0,0.07407198375451282,-20.0,0.256
6,4,5,sc1,tp_1,-4.1503694149353723e-16,0.07407198375451282,-4.309764309764334,0.05516498316498377
3,1,5,sc1,tp_2,0.0,0.07407198375451282,-20.0,0.256
6,4,5,sc1,tp_2,-0.3537445621837035,0.07407198375451282,-24.891846921797004,1.8402240082391796
3,1,5,sc1,tp_3,0.0,0.07407198375451288,-20.000000000000014,0.2560000000000004
6,4,5,sc1,tp_3,-0.3537445621837035,0.07407198375451288,-24.891846921797008,1.8402240082391803
